pesel,exam_type,score,attempt_number,exam_date,city
58875650600,PRACTICE,81.7,4,2016-04-05,Suwalki
38789702000,PRACTICE,91,1,2016-04-08,Tarnogrzeg
68923304700,PRACTICE,75.05,1,2016-04-05,Skierniewice
13190135000,PRACTICE,91.19999999999999,1,2016-04-05,Walbrzych
74592508500,PRACTICE,64.6,1,2016-04-05,Warszawa - Radarowa
74592508500,PRACTICE,60.8,2,2016-04-05,Bytom
74592508500,PRACTICE,51.3,3,2016-04-05,Zielona Gora
74592508500,PRACTICE,58.9,4,2016-04-05,Nysa
74592508500,PRACTICE,91.19999999999999,5,2016-04-05,Lomza
15605723200,PRACTICE,69.35,1,2016-04-04,Walbrzych
15605723200,PRACTICE,92.14999999999999,2,2016-04-04,Przemysl
53834876400,PRACTICE,67,1,2016-04-08,Szczecin
53834876400,PRACTICE,96,2,2016-04-08,Bialystok
45271967200,PRACTICE,55,1,2016-04-08,Przemysl
45271967200,PRACTICE,80,2,2016-04-08,Swidnica
80165685800,PRACTICE,59.849999999999994,1,2016-04-05,Warszawa - Bemowo
80165685800,PRACTICE,91.19999999999999,2,2016-04-05,Nowy Targ
03031871000,PRACTICE,84,1,2016-04-11,Bydgoszcz
32656315000,PRACTICE,88,1,2016-04-08,Elblag
28660505100,PRACTICE,52,1,2016-04-08,Nysa
28660505100,PRACTICE,85,2,2016-04-08,Tarnogrzeg
24603109600,PRACTICE,95.0,1,2016-04-04,Lodz - Smutna
35449828700,PRACTICE,48.449999999999996,1,2016-04-05,Radom
35449828700,PRACTICE,59.849999999999994,2,2016-04-05,Rybnik
35449828700,PRACTICE,56.05,3,2016-04-05,Pila
35449828700,PRACTICE,58.9,4,2016-04-05,Zielona Gora
35449828700,PRACTICE,52.25,5,2016-04-05,Dabrowa Gornicza
35449828700,PRACTICE,50.349999999999994,6,2016-04-05,Zielona Gora
35449828700,PRACTICE,62.699999999999996,7,2016-04-05,Jelenia Gora
35449828700,PRACTICE,68.39999999999999,8,2016-04-05,Jelenia Gora
35449828700,PRACTICE,93.1,9,2016-04-05,Elblag
34333859900,PRACTICE,69,1,2016-04-11,Suwalki
34333859900,PRACTICE,51,2,2016-04-11,Bytom
34333859900,PRACTICE,56,3,2016-04-11,Legnica
34333859900,PRACTICE,97,4,2016-04-11,Biala Podlaska
86125417400,PRACTICE,47.5,1,2016-04-04,Pila
86125417400,PRACTICE,87.39999999999999,2,2016-04-04,Kozienice
80080836100,PRACTICE,53.199999999999996,1,2016-04-04,Plock
80080836100,PRACTICE,84.55,2,2016-04-04,Lublin
26933233800,PRACTICE,96,1,2016-04-11,Nysa
89203731400,PRACTICE,81,1,2016-04-11,Krasnik
50902534600,PRACTICE,83.6,1,2016-04-05,Garwolin
64063207900,PRACTICE,54,1,2016-04-11,Plock
64063207900,PRACTICE,74,2,2016-04-11,Opole
64063207900,PRACTICE,77,3,2016-04-11,Bialystok
36240229900,PRACTICE,90.25,1,2016-04-04,Piotrkow Trybunalski
16828697400,PRACTICE,71.25,1,2016-04-05,Radom
16828697400,PRACTICE,82.64999999999999,2,2016-04-05,Tarnogrzeg
47085016500,PRACTICE,84.55,1,2016-04-05,Bytom
41008992000,PRACTICE,79,1,2016-04-08,Grudziadz
49331496300,PRACTICE,71,1,2016-04-08,Warszawa - Odlewnicza
49331496300,PRACTICE,51,2,2016-04-08,Szczecin
49331496300,PRACTICE,92,3,2016-04-08,Ostroleka
27913013400,PRACTICE,90.25,1,2016-04-04,Suwalki
44570955300,PRACTICE,90.25,1,2016-04-05,Lomza
87992049500,PRACTICE,69,1,2016-04-08,Wroclaw
87992049500,PRACTICE,57,2,2016-04-08,Rzeszow
87992049500,PRACTICE,75,3,2016-04-08,Bielsko Biala
83622393400,PRACTICE,87.39999999999999,1,2016-04-05,Koszalin
77231133700,PRACTICE,100,1,2016-04-11,Leszno
32696078600,PRACTICE,54,1,2016-04-08,Ciechanow
32696078600,PRACTICE,50,2,2016-04-08,Leszno
32696078600,PRACTICE,66,3,2016-04-08,Zielona Gora
32696078600,PRACTICE,80,4,2016-04-08,Lukow
19661992400,PRACTICE,86,1,2016-04-11,Czestochowa
05027941400,PRACTICE,65.55,1,2016-04-05,Radom
05027941400,PRACTICE,70.3,2,2016-04-05,Klodzko
05027941400,PRACTICE,57.949999999999996,3,2016-04-05,Ciechanow
05027941400,PRACTICE,70.3,4,2016-04-05,Gorzow Wielkopolski
05027941400,PRACTICE,78.85,5,2016-04-05,Inowroclaw
39358168000,PRACTICE,66.5,1,2016-04-05,Nysa
39358168000,PRACTICE,90.25,2,2016-04-05,Torun
58487015400,PRACTICE,57.949999999999996,1,2016-04-05,Elblag
58487015400,PRACTICE,60.8,2,2016-04-05,Klodzko
58487015400,PRACTICE,62.699999999999996,3,2016-04-05,Walbrzych
58487015400,PRACTICE,57.0,4,2016-04-05,Gorzow Wielkopolski
58487015400,PRACTICE,85.5,5,2016-04-05,Olesnica
82164559000,PRACTICE,84.55,1,2016-04-04,Mlawa
68796300300,PRACTICE,70.3,1,2016-04-04,Tarnow
68796300300,PRACTICE,95.0,2,2016-04-04,Oswiecim
25351868400,PRACTICE,77,1,2016-04-11,Glogow
48192950000,PRACTICE,79.8,1,2016-04-04,Nowy Sacz
20183584900,PRACTICE,50,1,2016-04-08,Legnica
20183584900,PRACTICE,56,2,2016-04-08,Sieradz
20183584900,PRACTICE,92,3,2016-04-08,Opole
52536000800,PRACTICE,66.5,1,2016-04-05,Tarnow
52536000800,PRACTICE,84.55,2,2016-04-05,Bydgoszcz
88094288200,PRACTICE,62,1,2016-04-08,Leszno
88094288200,PRACTICE,81,2,2016-04-08,Biala Podlaska
27825261700,PRACTICE,68,1,2016-04-08,Grojec
27825261700,PRACTICE,92,2,2016-04-08,Bilgoraj
14851263600,PRACTICE,48.449999999999996,1,2016-04-05,Wloclawek
14851263600,PRACTICE,82.64999999999999,2,2016-04-05,Jastrzebie Zdroj
19236315100,PRACTICE,91.19999999999999,1,2016-04-04,Milicz
47925151300,PRACTICE,89.3,1,2016-04-04,Ciechanow
25860888900,PRACTICE,77,1,2016-04-08,Rybnik
58498697300,PRACTICE,85,1,2016-04-08,Kamienna Gora
46471253200,PRACTICE,98,1,2016-04-11,Tychy
67823435900,PRACTICE,88,1,2016-04-11,Rybnik
55360667500,PRACTICE,83,1,2016-04-11,Przemysl
78206856100,PRACTICE,47.5,1,2016-04-04,Szczecin
78206856100,PRACTICE,62.699999999999996,2,2016-04-04,Nysa
78206856100,PRACTICE,50.349999999999994,3,2016-04-04,Elblag
78206856100,PRACTICE,87.39999999999999,4,2016-04-04,Kozienice
56248093100,PRACTICE,86,1,2016-04-08,Krosno
03919452600,PRACTICE,91.19999999999999,1,2016-05-05,Leszno
63834316600,PRACTICE,84,1,2016-05-12,Pila
30961793900,PRACTICE,61.75,1,2016-05-06,Krosno
30961793900,PRACTICE,84.55,2,2016-05-06,Lublin
01361368700,PRACTICE,93,1,2016-05-12,Nowy Targ
81226778300,PRACTICE,89,1,2016-05-12,Leszno
17695005500,PRACTICE,55,1,2016-05-11,Bydgoszcz
17695005500,PRACTICE,75,2,2016-05-11,Lubin
13261353200,PRACTICE,74,1,2016-05-11,Kamienna Gora
13261353200,PRACTICE,70,2,2016-05-11,Tychy
13261353200,PRACTICE,67,3,2016-05-11,Bielsk Podlaski
13261353200,PRACTICE,100,4,2016-05-11,Jelenia Gora
46460758900,PRACTICE,74,1,2016-05-11,Radom
46460758900,PRACTICE,59,2,2016-05-11,Kielce
46460758900,PRACTICE,90,3,2016-05-11,Chelm
23651722000,PRACTICE,54.15,1,2016-05-05,Warszawa - Radarowa
23651722000,PRACTICE,83.6,2,2016-05-05,Chelm
49391282100,PRACTICE,90,1,2016-05-11,Plock
34389679600,PRACTICE,49.4,1,2016-05-06,Ostrowiec Swietokrzyski
34389679600,PRACTICE,64.6,2,2016-05-06,Garwolin
34389679600,PRACTICE,53.199999999999996,3,2016-05-06,Tychy
34389679600,PRACTICE,85.5,4,2016-05-06,Kielce
18382825000,PRACTICE,88,1,2016-05-11,Olesnica
23943989300,PRACTICE,70.3,1,2016-05-06,Swidnica
23943989300,PRACTICE,71.25,2,2016-05-06,Gorzow Wielkopolski
23943989300,PRACTICE,94.05,3,2016-05-06,Glogow
16435081900,PRACTICE,74.1,1,2016-05-06,Suwalki
16435081900,PRACTICE,59.849999999999994,2,2016-05-06,Tarnogrzeg
16435081900,PRACTICE,67.45,3,2016-05-06,Zwolen
16435081900,PRACTICE,84.55,4,2016-05-06,Przemysl
46817870400,PRACTICE,67,1,2016-05-11,Lublin
46817870400,PRACTICE,80,2,2016-05-11,Luban
48170094900,PRACTICE,59,1,2016-05-12,Koszalin
48170094900,PRACTICE,83,2,2016-05-12,Skierniewice
20390973800,PRACTICE,67,1,2016-05-12,Jelenia Gora
20390973800,PRACTICE,67,2,2016-05-12,Chelm
20390973800,PRACTICE,58,3,2016-05-12,Pila
20390973800,PRACTICE,73,4,2016-05-12,Boleslawiec
20390973800,PRACTICE,81,5,2016-05-12,Swidnica
64963290100,PRACTICE,59,1,2016-05-12,Nowy Targ
64963290100,PRACTICE,86,2,2016-05-12,Ostrowiec Swietokrzyski
22962495800,PRACTICE,62.699999999999996,1,2016-05-05,Kalisz
22962495800,PRACTICE,75.05,2,2016-05-05,Bialystok
67830239500,PRACTICE,63.65,1,2016-05-06,Radom - Radomskiego
67830239500,PRACTICE,80.75,2,2016-05-06,Krakow - Nowohucka
80443603700,PRACTICE,50,1,2016-05-11,Kozienice
80443603700,PRACTICE,64,2,2016-05-11,Krakow - Nowohucka
80443603700,PRACTICE,100,3,2016-05-11,Bialystok
86594139200,PRACTICE,57,1,2016-05-11,Przemysl
86594139200,PRACTICE,72,2,2016-05-11,Wroclaw
86594139200,PRACTICE,81,3,2016-05-11,Walbrzych
21885258700,PRACTICE,50,1,2016-05-12,Wloclawek
21885258700,PRACTICE,63,2,2016-05-12,Gorzow Wielkopolski
21885258700,PRACTICE,52,3,2016-05-12,Olesnica
21885258700,PRACTICE,88,4,2016-05-12,Bytom
48305721300,PRACTICE,77.89999999999999,1,2016-05-06,Warszawa - Bemowo
59299173500,PRACTICE,87,1,2016-05-12,Nysa
72142510900,PRACTICE,70,1,2016-05-12,Kamienna Gora
72142510900,PRACTICE,83,2,2016-05-12,Glogow
27132936800,PRACTICE,88,1,2016-05-11,Inowroclaw
50153732500,PRACTICE,96,1,2016-05-12,Grudziadz
59266608600,PRACTICE,58,1,2016-05-12,Bydgoszcz
59266608600,PRACTICE,81,2,2016-05-12,Zielona Gora
40484254000,PRACTICE,69,1,2016-05-11,Milicz
40484254000,PRACTICE,79,2,2016-05-11,Olesnica
50042207900,PRACTICE,95,1,2016-05-11,Krakow - Balicka
45116842300,PRACTICE,70.3,1,2016-05-06,Krasnik
45116842300,PRACTICE,55.099999999999994,2,2016-05-06,Biala Podlaska
45116842300,PRACTICE,49.4,3,2016-05-06,Walbrzych
45116842300,PRACTICE,78.85,4,2016-05-06,Biala Podlaska
34993259900,PRACTICE,65,1,2016-05-12,Krakow - Nowohucka
34993259900,PRACTICE,61,2,2016-05-12,Skierniewice
34993259900,PRACTICE,59,3,2016-05-12,Krakow - Nowohucka
34993259900,PRACTICE,96,4,2016-05-12,Konin
41870366800,PRACTICE,76.0,1,2016-05-05,Lodz - Maratonska
15567203000,PRACTICE,95,1,2016-05-11,Szczecin
62161264000,PRACTICE,50.349999999999994,1,2016-05-05,Grudziadz
62161264000,PRACTICE,67.45,2,2016-05-05,Przemysl
62161264000,PRACTICE,75.05,3,2016-05-05,Elblag
64448358500,PRACTICE,57.949999999999996,1,2016-05-06,Nowy Targ
64448358500,PRACTICE,76.0,2,2016-05-06,Warszawa - Radarowa
36737991400,PRACTICE,60,1,2016-05-12,Gdynia
36737991400,PRACTICE,51,2,2016-05-12,Warszawa - Odlewnicza
36737991400,PRACTICE,82,3,2016-05-12,Ostrowiec Swietokrzyski
72202243400,PRACTICE,67,1,2016-05-11,Lomza
72202243400,PRACTICE,98,2,2016-05-11,Radom - Radomskiego
46533748300,PRACTICE,94.05,1,2016-05-05,Leszno
44833581200,PRACTICE,76,1,2016-05-12,Plock
31858372400,PRACTICE,91,1,2016-05-11,Grudziadz
39876367500,PRACTICE,81.7,1,2016-05-05,Przemysl
49833376300,PRACTICE,60.8,1,2016-05-06,Gorzow Wielkopolski
49833376300,PRACTICE,66.5,2,2016-05-06,Krakow - Nowohucka
49833376300,PRACTICE,62.699999999999996,3,2016-05-06,Wloclawek
49833376300,PRACTICE,70.3,4,2016-05-06,Skierniewice
49833376300,PRACTICE,73.14999999999999,5,2016-05-06,Leszno
49833376300,PRACTICE,74.1,6,2016-05-06,Warszawa - Odlewnicza
49833376300,PRACTICE,56.05,7,2016-05-06,Kedzierzyn Kozle
49833376300,PRACTICE,90.25,8,2016-05-06,Lublin
17546243400,PRACTICE,73.14999999999999,1,2016-05-05,Ostroleka
17546243400,PRACTICE,91.19999999999999,2,2016-05-05,Lodz - Smutna
09092734700,PRACTICE,67.45,1,2016-05-06,Kalisz
09092734700,PRACTICE,74.1,2,2016-05-06,Poznan
09092734700,PRACTICE,75.05,3,2016-05-06,Bialystok
65117378300,PRACTICE,74.1,1,2016-05-06,Oswiecim
65117378300,PRACTICE,48.449999999999996,2,2016-05-06,Lubin
65117378300,PRACTICE,57.949999999999996,3,2016-05-06,Kozienice
65117378300,PRACTICE,73.14999999999999,4,2016-05-06,Torun
65117378300,PRACTICE,84.55,5,2016-05-06,Lodz - Maratonska
08968965900,PRACTICE,52,1,2016-05-11,Krasnik
08968965900,PRACTICE,72,2,2016-05-11,Bialystok
08968965900,PRACTICE,72,3,2016-05-11,Walbrzych
08968965900,PRACTICE,85,4,2016-05-11,Wloclawek
67992392200,PRACTICE,96,1,2016-05-12,Wloclawek
83135450500,PRACTICE,74,1,2016-05-12,Piotrkow Trybunalski
83135450500,PRACTICE,81,2,2016-05-12,Konin
35523833100,PRACTICE,81.7,1,2016-05-06,Plock
85469639700,PRACTICE,79,1,2016-05-12,Konin
31239309200,PRACTICE,95.0,1,2016-05-05,Legnica
25211133200,PRACTICE,100,1,2016-05-11,Szczecin
35914310000,PRACTICE,87,1,2016-05-11,Krakow - Balicka
29403555600,PRACTICE,70,1,2016-05-12,Rybnik
29403555600,PRACTICE,100,2,2016-05-12,Grudziadz
72942574200,PRACTICE,72,1,2016-05-12,Bialystok
72942574200,PRACTICE,53,2,2016-05-12,Oswiecim
72942574200,PRACTICE,86,3,2016-05-12,Poznan
20809663800,PRACTICE,54,1,2016-05-11,Grudziadz
20809663800,PRACTICE,56,2,2016-05-11,Tarnogrzeg
20809663800,PRACTICE,97,3,2016-05-11,Rzeszow
85235362300,PRACTICE,81.7,1,2016-05-06,Pulawy
40052394200,PRACTICE,89,1,2016-05-11,Warszawa - Radarowa
03549915800,PRACTICE,76,1,2016-05-11,Barlinek
42787293100,PRACTICE,98,1,2016-05-11,Zamosc
75494111300,PRACTICE,93,1,2016-05-11,Zielona Gora
53610253600,PRACTICE,63,1,2016-05-11,Krosno
53610253600,PRACTICE,97,2,2016-05-11,Bielsko Biala
47228326400,PRACTICE,69,1,2016-05-11,Konin
47228326400,PRACTICE,72,2,2016-05-11,Nowy Sacz
47228326400,PRACTICE,67,3,2016-05-11,Nowy Sacz
47228326400,PRACTICE,76,4,2016-05-11,Biala Podlaska
10208986700,PRACTICE,88.35,1,2016-05-05,Konin
52154052700,PRACTICE,66,1,2016-05-12,Grojec
52154052700,PRACTICE,85,2,2016-05-12,Rzeszow
54546947900,PRACTICE,52,1,2016-05-12,Siedlce
54546947900,PRACTICE,76,2,2016-05-12,Tarnow
69116494300,PRACTICE,74,1,2016-05-12,Walbrzych
69116494300,PRACTICE,66,2,2016-05-12,Inowroclaw
69116494300,PRACTICE,91,3,2016-05-12,Koszalin
86175154000,PRACTICE,80,1,2016-05-11,Warszawa - Radarowa
32430989800,PRACTICE,70.3,1,2016-05-06,Katowice
32430989800,PRACTICE,85.5,2,2016-05-06,Opole
85297551500,PRACTICE,54,1,2016-05-12,Gdynia
85297551500,PRACTICE,74,2,2016-05-12,Lukow
85297551500,PRACTICE,86,3,2016-05-12,Grudziadz
18429225400,PRACTICE,76.95,1,2016-05-05,Radom - Radomskiego
84868699400,PRACTICE,82,1,2016-05-11,Warszawa - Odlewnicza
02208317600,PRACTICE,86,1,2016-05-12,Grojec
49012736000,PRACTICE,74,1,2016-05-12,Lubin
49012736000,PRACTICE,77,2,2016-05-12,Poznan
15425986100,PRACTICE,76,1,2016-05-11,Ciechanow
58153378900,PRACTICE,61,1,2016-05-11,Jelenia Gora
58153378900,PRACTICE,53,2,2016-05-11,Ostrowiec Swietokrzyski
58153378900,PRACTICE,82,3,2016-05-11,Bytom
80659920900,PRACTICE,47.5,1,2016-05-05,Chelm
80659920900,PRACTICE,88.35,2,2016-05-05,Olawa
18321620200,PRACTICE,84,1,2016-05-11,Wroclaw
26688020100,PRACTICE,52.25,1,2016-05-05,Pila
26688020100,PRACTICE,69.35,2,2016-05-05,Gdansk
26688020100,PRACTICE,72.2,3,2016-05-05,Kielce
26688020100,PRACTICE,93.1,4,2016-05-05,Elblag
17979593600,PRACTICE,65.55,1,2016-05-05,Mlawa
17979593600,PRACTICE,79.8,2,2016-05-05,Skierniewice
70082234300,PRACTICE,58,1,2016-05-11,Katowice
70082234300,PRACTICE,71,2,2016-05-11,Swidnica
70082234300,PRACTICE,81,3,2016-05-11,Krakow - Balicka
89761510300,PRACTICE,67.45,1,2016-05-05,Swidnica
89761510300,PRACTICE,54.15,2,2016-05-05,Bytom
89761510300,PRACTICE,82.64999999999999,3,2016-05-05,Tarnogrzeg
78009196200,PRACTICE,88,1,2016-05-12,Sochaczew
27205991000,PRACTICE,50.349999999999994,1,2016-05-05,Olawa
27205991000,PRACTICE,84.55,2,2016-05-05,Krosno
44393399700,PRACTICE,64.6,1,2016-05-06,Torun
44393399700,PRACTICE,83.6,2,2016-05-06,Siedlce
77398515700,PRACTICE,56.05,1,2016-05-05,Jastrzebie Zdroj
77398515700,PRACTICE,57.0,2,2016-05-05,Kielce
77398515700,PRACTICE,58.9,3,2016-05-05,Wroclaw
77398515700,PRACTICE,76.0,4,2016-05-05,Olsztyn
42906980900,PRACTICE,67,1,2016-05-11,Siedlce
42906980900,PRACTICE,84,2,2016-05-11,Nysa
43714637500,PRACTICE,49.4,1,2016-05-05,Przemysl
43714637500,PRACTICE,60.8,2,2016-05-05,Warszawa - Odlewnicza
43714637500,PRACTICE,82.64999999999999,3,2016-05-05,Jelenia Gora
84969431500,PRACTICE,77.89999999999999,1,2016-05-06,Rybnik
00566363200,PRACTICE,84,1,2016-05-11,Milicz
88667937700,PRACTICE,76.0,1,2016-05-05,Krasnik
20513067100,PRACTICE,86,1,2016-05-12,Chelm
41924591800,PRACTICE,73.14999999999999,1,2016-05-06,Nowy Targ
41924591800,PRACTICE,58.9,2,2016-05-06,Tarnogrzeg
41924591800,PRACTICE,92.14999999999999,3,2016-05-06,Konin
00459772200,PRACTICE,61,1,2016-05-12,Tarnogrzeg
00459772200,PRACTICE,61,2,2016-05-12,Grudziadz
00459772200,PRACTICE,98,3,2016-05-12,Rybnik
68548805900,PRACTICE,92,1,2016-05-11,Inowroclaw
53971249000,PRACTICE,73.14999999999999,1,2016-05-05,Poznan
53971249000,PRACTICE,55.099999999999994,2,2016-05-05,Przemysl
53971249000,PRACTICE,90.25,3,2016-05-05,Grojec
74223297100,PRACTICE,59,1,2016-05-12,Oswiecim
74223297100,PRACTICE,99,2,2016-05-12,Ciechanow
28858014900,PRACTICE,52.25,1,2016-05-06,Elblag
28858014900,PRACTICE,66.5,2,2016-05-06,Pulawy
28858014900,PRACTICE,67.45,3,2016-05-06,Opole
28858014900,PRACTICE,53.199999999999996,4,2016-05-06,Krakow - Nowohucka
28858014900,PRACTICE,76.0,5,2016-05-06,Kozienice
80053441900,PRACTICE,54.15,1,2016-05-05,Inowroclaw
80053441900,PRACTICE,47.5,2,2016-05-05,Przemysl
80053441900,PRACTICE,84.55,3,2016-05-05,Bydgoszcz
63599563200,PRACTICE,77.89999999999999,1,2016-05-06,Lodz - Smutna
38592833700,PRACTICE,86,1,2016-05-12,Sieradz
46684568300,PRACTICE,73.14999999999999,1,2016-05-05,Warszawa - Odlewnicza
46684568300,PRACTICE,57.0,2,2016-05-05,Lodz - Smutna
46684568300,PRACTICE,63.65,3,2016-05-05,Zwolen
46684568300,PRACTICE,79.8,4,2016-05-05,Torun
46672375200,PRACTICE,95.0,1,2016-05-06,Radom - Radomskiego
49365451200,PRACTICE,72,1,2016-05-12,Bielsk Podlaski
49365451200,PRACTICE,54,2,2016-05-12,Inowroclaw
49365451200,PRACTICE,86,3,2016-05-12,Katowice
31732552300,PRACTICE,70.3,1,2016-05-06,Lukow
31732552300,PRACTICE,75.05,2,2016-05-06,Kalisz
71182636700,PRACTICE,88,1,2016-05-12,Glogow
38378263300,PRACTICE,79.8,1,2016-05-05,Mlawa
13966511400,PRACTICE,80,1,2016-05-12,Bytom
85086022200,PRACTICE,61,1,2016-05-11,Katowice
85086022200,PRACTICE,96,2,2016-05-11,Torun
83363842200,PRACTICE,90.25,1,2016-05-05,Krosno
65343748300,PRACTICE,75,1,2016-05-11,Tychy
24833118800,PRACTICE,78,1,2016-05-11,Tarnogrzeg
25451117100,PRACTICE,87.39999999999999,1,2016-05-05,Grudziadz
22133380000,PRACTICE,49.4,1,2016-05-06,Ostroleka
22133380000,PRACTICE,57.0,2,2016-05-06,Barlinek
22133380000,PRACTICE,48.449999999999996,3,2016-05-06,Leszno
22133380000,PRACTICE,69.35,4,2016-05-06,Bilgoraj
22133380000,PRACTICE,59.849999999999994,5,2016-05-06,Glogow
22133380000,PRACTICE,64.6,6,2016-05-06,Glogow
22133380000,PRACTICE,51.3,7,2016-05-06,Bielsko Biala
22133380000,PRACTICE,85.5,8,2016-05-06,Lubin
62108191400,PRACTICE,54.15,1,2016-05-06,Lodz - Maratonska
62108191400,PRACTICE,62.699999999999996,2,2016-05-06,Nowy Targ
62108191400,PRACTICE,78.85,3,2016-05-06,Nowy Targ
19647824100,PRACTICE,75,1,2016-05-12,Glogow
31285977400,PRACTICE,74.1,1,2016-05-05,Warszawa - Bemowo
31285977400,PRACTICE,56.05,2,2016-05-05,Bielsk Podlaski
31285977400,PRACTICE,67.45,3,2016-05-05,Glogow
31285977400,PRACTICE,65.55,4,2016-05-05,Bielsko Biala
31285977400,PRACTICE,87.39999999999999,5,2016-05-05,Walbrzych
73985026200,PRACTICE,57.949999999999996,1,2016-05-06,Lubin
73985026200,PRACTICE,91.19999999999999,2,2016-05-06,Oswiecim
26024066500,PRACTICE,66.5,1,2016-05-05,Koszalin
26024066500,PRACTICE,54.15,2,2016-05-05,Dabrowa Gornicza
26024066500,PRACTICE,55.099999999999994,3,2016-05-05,Poznan
26024066500,PRACTICE,67.45,4,2016-05-05,Szczecinek
26024066500,PRACTICE,51.3,5,2016-05-05,Szczecinek
26024066500,PRACTICE,76.95,6,2016-05-05,Siedlce
73401658600,PRACTICE,69.35,1,2016-05-05,Radom
73401658600,PRACTICE,95.0,2,2016-05-05,Grojec
43083841100,PRACTICE,74.1,1,2016-05-05,Gorzow Wielkopolski
43083841100,PRACTICE,68.39999999999999,2,2016-05-05,Gdansk
43083841100,PRACTICE,68.39999999999999,3,2016-05-05,Ostrowiec Swietokrzyski
43083841100,PRACTICE,57.949999999999996,4,2016-05-05,Zielona Gora
43083841100,PRACTICE,65.55,5,2016-05-05,Radom
43083841100,PRACTICE,77.89999999999999,6,2016-05-05,Warszawa - Bemowo
21269830800,PRACTICE,51.3,1,2016-05-06,Katowice
21269830800,PRACTICE,87.39999999999999,2,2016-05-06,Olsztyn
64028183100,PRACTICE,80.75,1,2016-05-06,Gorzow Wielkopolski
71478444600,PRACTICE,91.19999999999999,1,2016-05-05,Szczecin
68671503200,PRACTICE,74.1,1,2016-05-05,Rybnik
68671503200,PRACTICE,80.75,2,2016-05-05,Lubin
38416643000,PRACTICE,58.9,1,2016-05-05,Kalisz
38416643000,PRACTICE,62.699999999999996,2,2016-05-05,Szczecinek
38416643000,PRACTICE,51.3,3,2016-05-05,Nowy Sacz
38416643000,PRACTICE,79.8,4,2016-05-05,Leszno
77196655900,PRACTICE,92.14999999999999,1,2016-05-06,Tychy
64220794600,PRACTICE,63,1,2016-05-11,Ciechanow
64220794600,PRACTICE,83,2,2016-05-11,Zamosc
00706182700,PRACTICE,89.3,1,2016-05-06,Ciechanow
79716050400,PRACTICE,100,1,2016-05-12,Tarnow
41218721700,PRACTICE,81.7,1,2016-05-05,Gorzow Wielkopolski
58595927800,PRACTICE,65,1,2016-05-11,Sochaczew
58595927800,PRACTICE,73,2,2016-05-11,Bialystok
58595927800,PRACTICE,69,3,2016-05-11,Gdansk
58595927800,PRACTICE,53,4,2016-05-11,Kamienna Gora
58595927800,PRACTICE,96,5,2016-05-11,Olawa
60230712900,PRACTICE,86.45,1,2016-05-06,Milicz
10833409700,PRACTICE,48.449999999999996,1,2016-05-05,Luban
10833409700,PRACTICE,78.85,2,2016-05-05,Zamosc
31145727400,PRACTICE,57.949999999999996,1,2016-05-05,Ostrowiec Swietokrzyski
31145727400,PRACTICE,86.45,2,2016-05-05,Szczecinek
24314274400,PRACTICE,94.05,1,2016-05-06,Boleslawiec
22259306300,PRACTICE,60,1,2016-05-11,Warszawa - Bemowo
22259306300,PRACTICE,52,2,2016-05-11,Szczecinek
22259306300,PRACTICE,77,3,2016-05-11,Opole
86719203100,PRACTICE,80,1,2016-05-11,Lukow
50820598800,PRACTICE,73.14999999999999,1,2016-05-06,Jelenia Gora
50820598800,PRACTICE,49.4,2,2016-05-06,Radom - Radomskiego
50820598800,PRACTICE,65.55,3,2016-05-06,Piotrkow Trybunalski
50820598800,PRACTICE,71.25,4,2016-05-06,Chelm
50820598800,PRACTICE,72.2,5,2016-05-06,Pila
50820598800,PRACTICE,50.349999999999994,6,2016-05-06,Radom - Radomskiego
50820598800,PRACTICE,54.15,7,2016-05-06,Koszalin
50820598800,PRACTICE,79.8,8,2016-05-06,Luban
72331790600,PRACTICE,54,1,2016-05-11,Olsztyn
72331790600,PRACTICE,55,2,2016-05-11,Konin
72331790600,PRACTICE,95,3,2016-05-11,Kalisz
16792064200,PRACTICE,48.449999999999996,1,2016-05-06,Barlinek
16792064200,PRACTICE,58.9,2,2016-05-06,Tychy
16792064200,PRACTICE,71.25,3,2016-05-06,Luban
16792064200,PRACTICE,54.15,4,2016-05-06,Rzeszow
16792064200,PRACTICE,87.39999999999999,5,2016-05-06,Nowy Targ
70336657600,PRACTICE,50.349999999999994,1,2016-05-05,Gdansk
70336657600,PRACTICE,51.3,2,2016-05-05,Bielsko Biala
70336657600,PRACTICE,76.0,3,2016-05-05,Garwolin
87490010900,PRACTICE,82,1,2016-05-11,Radom
36452768100,PRACTICE,78,1,2016-05-11,Bielsk Podlaski
29954737200,PRACTICE,85.5,1,2016-05-06,Czestochowa
14864841100,PRACTICE,97,1,2016-05-12,Warszawa - Radarowa
68785212000,PRACTICE,56.05,1,2016-05-06,Jastrzebie Zdroj
68785212000,PRACTICE,79.8,2,2016-05-06,Grudziadz
43974331700,PRACTICE,65,1,2016-05-11,Przemysl
43974331700,PRACTICE,87,2,2016-05-11,Tarnow
07294585100,PRACTICE,52.25,1,2016-05-06,Sieradz
07294585100,PRACTICE,79.8,2,2016-05-06,Biala Podlaska
43058752600,PRACTICE,67.45,1,2016-05-06,Lukow
43058752600,PRACTICE,63.65,2,2016-05-06,Slupsk
43058752600,PRACTICE,71.25,3,2016-05-06,Garwolin
43058752600,PRACTICE,63.65,4,2016-05-06,Wroclaw
